threshold,precision,yawn_recall,non_yawn_specificity,f1,balanced_accuracy,tp,fp,tn,fn
0.8049999999999999,0.9708029197080292,0.875,0.9968992248062015,0.9204152249134948,0.9359496124031008,266,8,2572,38
0.8099999999999998,0.9743589743589743,0.875,0.9972868217054264,0.9220103986135181,0.9361434108527131,266,7,2573,38
0.8149999999999998,0.981549815498155,0.875,0.998062015503876,0.9252173913043478,0.936531007751938,266,5,2575,38
0.8199999999999998,0.981549815498155,0.875,0.998062015503876,0.9252173913043478,0.936531007751938,266,5,2575,38
0.8249999999999998,0.981549815498155,0.875,0.998062015503876,0.9252173913043478,0.936531007751938,266,5,2575,38
0.8299999999999998,0.9814814814814815,0.8717105263157895,0.998062015503876,0.9233449477351916,0.9348862709098327,265,5,2575,39
0.8349999999999999,0.9813432835820896,0.8651315789473685,0.998062015503876,0.9195804195804197,0.9315967972256223,263,5,2575,41
0.8399999999999999,0.9813432835820896,0.8651315789473685,0.998062015503876,0.9195804195804197,0.9315967972256223,263,5,2575,41
0.8449999999999999,0.9813432835820896,0.8651315789473685,0.998062015503876,0.9195804195804197,0.9315967972256223,263,5,2575,41
0.8499999999999999,0.9886792452830189,0.8618421052631579,0.9988372093023256,0.9209138840070299,0.9303396572827417,262,3,2577,42
0.8549999999999999,0.9886792452830189,0.8618421052631579,0.9988372093023256,0.9209138840070299,0.9303396572827417,262,3,2577,42
0.8599999999999999,0.9886792452830189,0.8618421052631579,0.9988372093023256,0.9209138840070299,0.9303396572827417,262,3,2577,42
0.8649999999999999,0.9886792452830189,0.8618421052631579,0.9988372093023256,0.9209138840070299,0.9303396572827417,262,3,2577,42
0.8699999999999999,0.9886792452830189,0.8618421052631579,0.9988372093023256,0.9209138840070299,0.9303396572827417,262,3,2577,42
0.8749999999999999,0.9886792452830189,0.8618421052631579,0.9988372093023256,0.9209138840070299,0.9303396572827417,262,3,2577,42
0.8799999999999999,0.9886363636363636,0.8585526315789473,0.9988372093023256,0.9190140845070423,0.9286949204406365,261,3,2577,43
0.8849999999999999,0.9886363636363636,0.8585526315789473,0.9988372093023256,0.9190140845070423,0.9286949204406365,261,3,2577,43
0.8899999999999999,0.9885931558935361,0.8552631578947368,0.9988372093023256,0.9171075837742505,0.9270501835985312,260,3,2577,44
0.8949999999999999,0.9885931558935361,0.8552631578947368,0.9988372093023256,0.9171075837742505,0.9270501835985312,260,3,2577,44
0.8999999999999999,0.9885057471264368,0.8486842105263158,0.9988372093023256,0.9132743362831859,0.9237607099143207,258,3,2577,46
0.9049999999999999,0.9885057471264368,0.8486842105263158,0.9988372093023256,0.9132743362831859,0.9237607099143207,258,3,2577,46
0.9099999999999999,0.9885057471264368,0.8486842105263158,0.9988372093023256,0.9132743362831859,0.9237607099143207,258,3,2577,46
0.9149999999999999,0.9885057471264368,0.8486842105263158,0.9988372093023256,0.9132743362831859,0.9237607099143207,258,3,2577,46
0.9199999999999998,0.9884615384615385,0.8453947368421053,0.9988372093023256,0.9113475177304965,0.9221159730722155,257,3,2577,47
0.9249999999999998,0.9884615384615385,0.8453947368421053,0.9988372093023256,0.9113475177304965,0.9221159730722155,257,3,2577,47
0.9299999999999998,0.9884169884169884,0.8421052631578947,0.9988372093023256,0.9094138543516874,0.9204712362301102,256,3,2577,48
0.9349999999999998,0.9884169884169884,0.8421052631578947,0.9988372093023256,0.9094138543516874,0.9204712362301102,256,3,2577,48
0.9399999999999998,0.9922178988326849,0.8388157894736842,0.9992248062015504,0.9090909090909091,0.9190202978376173,255,2,2578,49
0.9449999999999998,0.9960629921259843,0.8322368421052632,0.9996124031007751,0.9068100358422939,0.9159246226030191,253,1,2579,51
0.9499999999999998,0.9960159362549801,0.8223684210526315,0.9996124031007751,0.900900900900901,0.9109904120767034,250,1,2579,54
0.9549999999999998,0.9959349593495935,0.805921052631579,0.9996124031007751,0.890909090909091,0.9027667278661771,245,1,2579,59
0.9599999999999999,0.9958677685950413,0.7927631578947368,0.9996124031007751,0.8827838827838828,0.896187780497756,241,1,2579,63
0.9649999999999999,0.99581589958159,0.7828947368421053,0.9996124031007751,0.8766114180478822,0.8912535699714402,238,1,2579,66
0.9699999999999999,0.9956896551724138,0.7598684210526315,0.9996124031007751,0.8619402985074626,0.8797404120767034,231,1,2579,73
0.9749999999999999,0.9954954954954955,0.7269736842105263,0.9996124031007751,0.8403041825095057,0.8632930436556507,221,1,2579,83
0.9799999999999999,0.9953488372093023,0.7039473684210527,0.9996124031007751,0.8246628131021195,0.8517798857609139,214,1,2579,90
0.9849999999999999,0.9948717948717949,0.6381578947368421,0.9996124031007751,0.777555110220441,0.8188851489188087,194,1,2579,110
0.9899999999999999,0.9939759036144579,0.5427631578947368,0.9996124031007751,0.702127659574468,0.771187780497756,165,1,2579,139
